,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
5,response,S136,8,2736,5.472,0.23800000000000043
18,response,S136,8,5157,10.314,0.05799999999999983
30,response,S136,8,7297,14.594,0.045999999999999375
50,response,S136,8,11460,22.92,0.1280000000000001
57,response,S136,8,12893,25.786,0.48600000000000065
76,response,S136,8,16570,33.14,0.32200000000000273
93,response,S136,8,19762,39.524,0.012000000000000455
101,response,S136,8,21409,42.818,0.5240000000000009
111,response,S136,8,23110,46.22,0.015999999999998238
117,response,S136,8,24309,48.618,0.6099999999999994
122,response,S136,8,25165,50.33,0.6879999999999953
127,response,S136,8,25986,51.972,0.695999999999998
132,response,S136,8,26773,53.546,0.6400000000000006
145,response,S136,8,29227,58.454,0.5559999999999974
150,response,S136,8,30088,60.176,0.6000000000000014
157,response,S136,8,31235,62.47,0.3919999999999959
168,response,S136,8,33264,66.528,0.2600000000000051
188,response,S136,8,36924,73.848,0.057999999999992724
217,response,S136,8,42769,85.538,0.04599999999999227
223,response,S136,8,43973,87.946,0.7719999999999914
228,response,S136,8,44790,89.58,0.7480000000000047
236,response,S136,8,46037,92.074,0.0040000000000048885
244,response,S136,8,47630,95.26,0.5739999999999981
249,response,S136,8,48346,96.692,0.3299999999999983
254,response,S136,8,49181,98.362,0.32799999999998875
271,response,S136,8,52480,104.96,0.24399999999999977
288,response,S136,8,55791,111.582,0.17399999999999238
295,response,S136,8,56976,113.952,0.03999999999999204
299,response,S136,8,57785,115.57,0.657999999999987
308,response,S136,8,59422,118.844,0.6599999999999966
