,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
18,response,S137,9,3478,6.956,0.07400000000000073
55,response,S137,9,10325,20.65,0.3999999999999986
65,response,S137,9,11962,23.924,0.3200000000000003
77,response,S137,9,13949,27.898,0.120000000000001
112,response,S137,9,20199,40.398,0.08200000000000074
119,response,S137,9,21452,42.904,0.07400000000000517
127,response,S137,9,22830,45.66,0.13999999999999346
157,response,S137,9,28271,56.542,0.3400000000000034
176,response,S137,9,31472,62.944,0.05600000000000449
213,response,S137,9,38059,76.118,0.402000000000001
220,response,S137,9,39310,78.62,0.4620000000000033
232,response,S137,9,41361,82.722,0.48399999999999466
252,response,S137,9,44619,89.238,0.4339999999999975
257,response,S137,9,45507,91.014,0.5379999999999967
273,response,S137,9,48229,96.458,0.12600000000000477
300,response,S137,9,53281,106.562,0.20000000000000284
306,response,S137,9,54382,108.764,0.4140000000000015
