,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
5,response,S136,8,1880,3.76,0.11399999999999988
14,response,S136,8,3495,6.99,0.006000000000000227
21,response,S136,8,4752,9.504,0.0039999999999995595
28,response,S136,8,6007,12.014,0.013999999999999346
41,response,S136,8,8499,16.998,0.772000000000002
53,response,S136,8,10895,21.79,0.5939999999999976
62,response,S136,8,12502,25.004,0.46000000000000085
81,response,S136,8,16260,32.52,0.4540000000000006
88,response,S136,8,17441,34.882,0.30999999999999517
97,response,S136,8,19103,38.206,0.2920000000000016
115,response,S136,8,22445,44.89,0.10800000000000409
132,response,S136,8,26024,52.048,0.7420000000000044
139,response,S136,8,27238,54.476,0.6779999999999973
146,response,S136,8,28418,56.836,0.5279999999999987
151,response,S136,8,29267,58.534,0.5480000000000018
158,response,S136,8,30439,60.878,0.3860000000000028
178,response,S136,8,34250,68.5,0.055999999999997385
189,response,S136,8,36371,72.742,0.2120000000000033
197,response,S136,8,37854,75.708,0.16599999999999682
212,response,S136,8,40726,81.452,0.0660000000000025
220,response,S136,8,42008,84.016,0.06400000000000716
225,response,S136,8,42851,85.702,0.12199999999999989
240,response,S136,8,45718,91.436,0.014000000000010004
247,response,S136,8,47216,94.432,0.5079999999999956
252,response,S136,8,47999,95.998,0.39800000000001035
259,response,S136,8,49223,98.446,0.34199999999999875
267,response,S136,8,50545,101.09,0.008000000000009777
277,response,S136,8,52534,105.068,0.269999999999996
286,response,S136,8,54198,108.396,0.25199999999999534
306,response,S136,8,58234,116.468,0.6920000000000073
317,response,S136,8,60242,120.484,0.6340000000000003
