,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
28,response,S129,1,5862,11.724,0.038000000000000256
53,response,S129,1,10667,21.334,0.44399999999999906
82,response,S129,1,16020,32.04,0.28999999999999915
94,response,S129,1,18026,36.052,0.11200000000000188
103,response,S129,1,19801,39.602,0.32799999999999585
118,response,S129,1,22211,44.422,0.1319999999999979
164,response,S129,1,30315,60.63,0.45000000000000284
173,response,S129,1,31866,63.732,0.21399999999999864
201,response,S129,1,36820,73.64,0.09000000000000341
209,response,S129,1,38440,76.88,0.5180000000000007
245,response,S129,1,44665,89.33,0.7219999999999942
259,response,S129,1,46983,93.966,0.3459999999999894
264,response,S129,1,47821,95.642,0.347999999999999
322,response,S129,1,57905,115.81,0.2780000000000058
331,response,S129,1,59474,118.948,0.14999999999999147
