,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
9,response,S131,3,2544,5.088,0.2560000000000002
33,response,S131,3,6689,13.378,0.38400000000000034
51,response,S131,3,10125,20.25,0.6960000000000015
87,response,S131,3,16765,33.53,0.14399999999999835
129,response,S131,3,24285,48.57,0.49799999999999756
145,response,S131,3,27036,54.072,0.240000000000002
159,response,S131,3,29478,58.956,0.10800000000000409
166,response,S131,3,30956,61.912,0.5619999999999976
193,response,S131,3,35667,71.334,0.40800000000000125
222,response,S131,3,40947,81.894,0.35999999999999943
263,response,S131,3,48139,96.278,0.06200000000001182
281,response,S131,3,51244,102.488,0.17199999999999704
291,response,S131,3,53160,106.32,0.3119999999999976
303,response,S131,3,55189,110.378,0.29399999999999693
320,response,S131,3,58630,117.26,0.6460000000000008
