,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
3,response,S131,3,2478,4.956,0.6160000000000005
9,response,S131,3,3891,7.782,0.6779999999999999
17,response,S131,3,5583,11.166,0.3440000000000012
25,response,S131,3,6926,13.852,0.041999999999999815
33,response,S131,3,8758,17.516,0.23199999999999932
45,response,S131,3,11628,23.256,0.48400000000000176
54,response,S131,3,13408,26.816,0.3379999999999974
59,response,S131,3,14437,28.874,0.4859999999999971
67,response,S131,3,16213,32.426,0.28000000000000114
99,response,S131,3,23198,46.396,0.7860000000000014
110,response,S131,3,25455,50.91,0.3439999999999941
128,response,S131,3,29558,59.116,0.1460000000000008
136,response,S131,3,31458,62.916,0.4239999999999995
143,response,S131,3,32774,65.548,0.10600000000000875
157,response,S131,3,36041,72.082,0.5819999999999936
163,response,S131,3,37095,74.19,0.007999999999995566
175,response,S131,3,39889,79.778,0.4720000000000084
180,response,S131,3,40850,81.7,0.269999999999996
185,response,S131,3,41731,83.462,0.18200000000000216
200,response,S131,3,44912,89.824,0.0799999999999983
209,response,S131,3,46839,93.678,0.2259999999999991
226,response,S131,3,50837,101.674,0.38800000000000523
237,response,S131,3,53422,106.844,0.7560000000000002
248,response,S131,3,55662,111.324,0.23000000000000398
264,response,S131,3,59379,118.758,0.6400000000000006
271,response,S131,3,60895,121.79,0.8080000000000069
