,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
5,response,S130,2,2436,4.872,0.16599999999999948
18,response,S130,2,4938,9.876,0.2759999999999998
23,response,S130,2,5755,11.51,0.27800000000000047
38,response,S130,2,8645,17.29,0.34199999999999875
48,response,S130,2,10291,20.582,0.3719999999999999
55,response,S130,2,11649,23.298,0.6159999999999997
66,response,S130,2,13389,26.778,0.045999999999999375
75,response,S130,2,14984,29.968,0.597999999999999
96,response,S130,2,18846,37.692,0.3539999999999992
103,response,S130,2,19947,39.894,0.09799999999999898
111,response,S130,2,21351,42.702,0.46399999999999864
116,response,S130,2,22159,44.318,0.44599999999999795
121,response,S130,2,22931,45.862,0.35600000000000165
128,response,S130,2,24161,48.322,0.37400000000000233
133,response,S130,2,24960,49.92,0.33200000000000074
152,response,S130,2,28836,57.672,0.7139999999999986
157,response,S130,2,29610,59.22,0.588000000000001
166,response,S130,2,31318,62.636,0.6660000000000039
190,response,S130,2,35931,71.862,0.25199999999999534
197,response,S130,2,37205,74.41,0.35199999999998965
206,response,S130,2,38763,77.526,0.20199999999999818
256,response,S130,2,48590,97.18,0.09800000000001319
268,response,S130,2,50949,101.898,0.0899999999999892
287,response,S130,2,54670,109.34,0.19400000000000261
298,response,S130,2,56778,113.556,0.32800000000000296
305,response,S130,2,58081,116.162,0.4860000000000042
