,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
5,response,S133,5,2497,4.994,0.47199999999999953
12,response,S133,5,3707,7.414,0.4419999999999993
19,response,S133,5,4950,9.9,0.4820000000000011
24,response,S133,5,5806,11.612,0.5619999999999994
29,response,S133,5,6580,13.16,0.484
40,response,S133,5,8633,17.266,0.5039999999999978
45,response,S133,5,9478,18.956,0.5679999999999978
58,response,S133,5,11913,23.826,0.4400000000000013
67,response,S133,5,13472,26.944,0.21399999999999864
72,response,S133,5,14339,28.678,0.2740000000000009
79,response,S133,5,15559,31.118,0.2079999999999984
92,response,S133,5,17982,35.964,0.036000000000001364
100,response,S133,5,19623,39.246,0.4580000000000055
112,response,S133,5,21796,43.592,0.1460000000000008
117,response,S133,5,22563,45.126,0.00999999999999801
141,response,S133,5,27357,54.714,0.3999999999999986
152,response,S133,5,29495,58.99,0.49800000000000466
157,response,S133,5,30368,60.736,0.5700000000000003
176,response,S133,5,33921,67.842,0.15200000000000102
181,response,S133,5,34766,69.532,0.16799999999999216
190,response,S133,5,36440,72.88,0.1700000000000017
234,response,S133,5,45359,90.718,0.4519999999999982
255,response,S133,5,49448,98.896,0.2740000000000009
268,response,S133,5,51929,103.858,0.21800000000000352
281,response,S133,5,54353,108.706,0.04600000000000648
297,response,S133,5,57672,115.344,0.6679999999999922
