,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
3,response,S130,2,1748,3.496,0.714
18,response,S130,2,4206,8.412,0.3020000000000014
30,response,S130,2,6388,12.776,0.5839999999999996
43,response,S130,2,8792,17.584,0.4980000000000011
56,response,S130,2,11297,22.594,0.5820000000000007
75,response,S130,2,14744,29.488,0.16000000000000014
82,response,S130,2,15990,31.98,0.20800000000000196
107,response,S130,2,20578,41.156,0.402000000000001
120,response,S130,2,22993,45.986,0.3359999999999985
133,response,S130,2,25512,51.024,0.480000000000004
156,response,S130,2,29782,59.564,0.045999999999999375
165,response,S130,2,31442,62.884,0.09600000000000364
219,response,S130,2,41339,82.678,0.3160000000000025
285,response,S130,2,54816,109.632,0.3440000000000083
