,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
3,response,S132,4,1633,3.266,0.45599999999999996
16,response,S132,4,4226,8.452,0.17600000000000016
21,response,S132,4,4979,9.958,0.008000000000000895
55,response,S132,4,11871,23.742,0.4140000000000015
64,response,S132,4,13572,27.144,0.477999999999998
75,response,S132,4,15648,31.296,0.4499999999999993
80,response,S132,4,16450,32.9,0.3819999999999979
89,response,S132,4,18124,36.248,0.3879999999999981
98,response,S132,4,19681,39.362,0.15200000000000102
108,response,S132,4,21448,42.896,0.10999999999999943
115,response,S132,4,22651,45.302,0.06199999999999761
120,response,S132,4,23679,47.358,0.4899999999999949
132,response,S132,4,25794,51.588,0.6400000000000006
153,response,S132,4,29914,59.828,0.5600000000000023
172,response,S132,4,33550,67.1,0.3079999999999927
188,response,S132,4,36572,73.144,0.16200000000000614
192,response,S132,4,37174,74.348,0.030000000000001137
202,response,S132,4,39071,78.142,0.2639999999999958
225,response,S132,4,43748,87.496,0.637999999999991
234,response,S132,4,45325,90.65,0.4440000000000026
243,response,S132,4,46976,93.952,0.40399999999999636
258,response,S132,4,49824,99.648,0.24799999999999045
269,response,S132,4,51874,103.748,0.1740000000000066
277,response,S132,4,53315,106.63,0.19199999999999307
287,response,S132,4,55181,110.362,0.09999999999999432
295,response,S132,4,56508,113.016,0.058000000000006935
302,response,S132,4,57963,115.926,0.519999999999996
313,response,S132,4,60051,120.102,0.6159999999999997
