,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
3,response,S130,2,1528,3.056,0.5460000000000003
8,response,S130,2,2369,4.738,0.15600000000000058
15,response,S130,2,3662,7.324,0.2939999999999996
20,response,S130,2,4470,8.94,0.2859999999999996
31,response,S130,2,6518,13.036,0.29800000000000004
39,response,S130,2,7960,15.92,0.03200000000000003
43,response,S130,2,8671,17.342,0.5239999999999974
50,response,S130,2,9888,19.776,0.5139999999999993
60,response,S130,2,12017,24.034,0.6280000000000001
65,response,S130,2,12836,25.672,0.5899999999999999
70,response,S130,2,13709,27.418,0.6660000000000004
76,response,S130,2,14547,29.094,0.04200000000000159
112,response,S130,2,21666,43.332,0.40800000000000125
123,response,S130,2,23762,47.524,0.5140000000000029
137,response,S130,2,26229,52.458,0.5499999999999972
142,response,S130,2,27175,54.35,0.8100000000000023
153,response,S130,2,29563,59.126,0.597999999999999
162,response,S130,2,30954,61.908,0.03800000000000381
166,response,S130,2,31678,63.356,0.02400000000000091
173,response,S130,2,32978,65.956,0.17799999999999727
182,response,S130,2,34575,69.15,0.10800000000000409
196,response,S130,2,37246,74.492,0.08400000000000318
202,response,S130,2,38375,76.75,0.37000000000000455
211,response,S130,2,40079,80.158,0.5079999999999956
238,response,S130,2,44779,89.558,0.10400000000001342
255,response,S130,2,48125,96.25,0.1039999999999992
265,response,S130,2,50102,100.204,0.1599999999999966
274,response,S130,2,51814,103.628,0.31799999999999784
281,response,S130,2,52923,105.846,0.0940000000000083
286,response,S130,2,53906,107.812,0.4200000000000017
295,response,S130,2,55463,110.926,0.2740000000000009
300,response,S130,2,56415,112.83,0.5420000000000016
311,response,S130,2,58215,116.43,0.06400000000000716
